path,label_original,resolution,height,width,class,category,type,label,abs_path,max_live_sim,paired_live_path
Data-train/21528.png,0_0_0,194x194,194,194,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21528.png,,
Data-train/21529.png,0_0_0,431x431,431,431,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21529.png,,
Data-train/21531.png,0_0_0,221x221,221,221,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21531.png,,
Data-train/21532.png,0_0_0,267x267,267,267,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21532.png,,
Data-train/21533.png,0_0_0,484x484,484,484,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21533.png,,
Data-train/21534.png,0_0_0,749x749,749,749,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21534.png,,
Data-train/21535.png,0_0_0,493x493,493,493,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21535.png,,
Data-train/21536.png,0_0_0,501x501,501,501,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21536.png,,
Data-train/21537.png,0_0_0,573x573,573,573,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21537.png,,
Data-train/21540.png,0_0_0,472x472,472,472,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21540.png,,
Data-train/21541.png,0_0_0,233x233,233,233,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21541.png,,
Data-train/21542.png,0_0_0,564x564,564,564,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21542.png,,
Data-train/21543.png,0_0_0,319x319,319,319,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21543.png,,
Data-train/21544.png,0_0_0,1216x1216,1216,1216,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21544.png,,
Data-train/21545.png,0_0_0,1272x1272,1272,1272,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21545.png,,
Data-train/21546.png,0_0_0,634x634,634,634,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21546.png,,
Data-train/21549.png,0_0_0,181x181,181,181,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21549.png,,
Data-train/21550.png,0_0_0,477x477,477,477,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21550.png,,
Data-train/21551.png,0_0_0,175x175,175,175,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21551.png,,
Data-train/21552.png,0_0_0,591x591,591,591,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21552.png,,
Data-train/21553.png,0_0_0,424x424,424,424,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21553.png,,
Data-train/21554.png,0_0_0,217x217,217,217,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21554.png,,
Data-train/21555.png,0_0_0,430x430,430,430,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21555.png,,
Data-train/21556.png,0_0_0,271x271,271,271,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21556.png,,
Data-train/21557.png,0_0_0,1218x1218,1218,1218,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21557.png,,
Data-train/21558.png,0_0_0,245x245,245,245,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21558.png,,
Data-train/21559.png,0_0_0,598x598,598,598,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21559.png,,
Data-train/21560.png,0_0_0,698x698,698,698,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21560.png,,
Data-train/21561.png,0_0_0,345x345,345,345,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21561.png,,
Data-train/21562.png,0_0_0,323x323,323,323,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21562.png,,
Data-train/21563.png,0_0_0,627x627,627,627,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21563.png,,
Data-train/21564.png,0_0_0,197x197,197,197,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21564.png,,
Data-train/21565.png,0_0_0,735x735,735,735,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21565.png,,
Data-train/21567.png,0_0_0,436x436,436,436,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21567.png,,
Data-train/21568.png,0_0_0,249x249,249,249,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21568.png,,
Data-train/21569.png,0_0_0,494x494,494,494,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21569.png,,
Data-train/21570.png,0_0_0,375x375,375,375,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21570.png,,
Data-train/21571.png,0_0_0,437x437,437,437,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21571.png,,
Data-train/21572.png,0_0_0,981x981,981,981,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21572.png,,
Data-train/21573.png,0_0_0,189x189,189,189,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21573.png,,
Data-train/21574.png,0_0_0,201x201,201,201,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21574.png,,
Data-train/21575.png,0_0_0,785x785,785,785,Live Face,Live Face,Live Face,0,/mnt/datasetsnfszhc/cvpr2025_fas/Data-train/21575.png,,
